technology,country,experience_years,salary_usd,company_size,salary_idr
Vue.js,Indonesia,6,107617,Small,1614255000
Spring Boot,Indonesia,6,107617,Small,1614255000
Azure,Indonesia,6,107617,Small,1614255000
Vue.js,Malaysia,14,85942,Large,1289130000
Python,Malaysia,14,85942,Large,1289130000
MySQL,Malaysia,14,85942,Large,1289130000
C#,Malaysia,14,85942,Large,1289130000
JavaScript,Malaysia,14,85942,Large,1289130000
PostgreSQL,Malaysia,14,85942,Large,1289130000
TypeScript,Malaysia,14,85942,Large,1289130000
Django,Malaysia,11,58133,Small,871995000
TypeScript,Malaysia,11,58133,Small,871995000
Java,Malaysia,11,58133,Small,871995000
PostgreSQL,Malaysia,11,58133,Small,871995000
Git,Malaysia,11,58133,Small,871995000
Laravel,Malaysia,11,58133,Small,871995000
Vue.js,Malaysia,11,58133,Small,871995000
Node.js,Malaysia,11,58133,Small,871995000
Node.js,Indonesia,3,86749,Medium,1301235000
Laravel,Indonesia,3,86749,Medium,1301235000
Spring Boot,Indonesia,3,86749,Medium,1301235000
Git,Indonesia,3,86749,Medium,1301235000
TypeScript,Indonesia,3,86749,Medium,1301235000
C#,Singapore,13,90877,Small,1363155000
Node.js,Singapore,13,90877,Small,1363155000
C++,Singapore,13,90877,Small,1363155000
Java,Singapore,13,90877,Small,1363155000
PostgreSQL,Singapore,13,90877,Small,1363155000
Vue.js,Singapore,13,90877,Small,1363155000
Spring Boot,Malaysia,9,30670,Medium,460050000
Java,Malaysia,9,30670,Medium,460050000
Git,Malaysia,9,30670,Medium,460050000
Node.js,Malaysia,9,30670,Medium,460050000
JavaScript,Indonesia,11,104824,Small,1572360000
C#,Indonesia,11,104824,Small,1572360000
MongoDB,Indonesia,11,104824,Small,1572360000
Spring Boot,Indonesia,11,104824,Small,1572360000
Docker,Indonesia,11,104824,Small,1572360000
C#,Thailand,5,61040,Small,915600000
Docker,Thailand,5,61040,Small,915600000
Python,Thailand,5,61040,Small,915600000
TypeScript,Thailand,5,61040,Small,915600000
Kubernetes,Thailand,5,61040,Small,915600000
Angular,Thailand,5,61040,Small,915600000
React,Thailand,5,61040,Small,915600000
JavaScript,Thailand,5,61040,Small,915600000
React,Malaysia,15,57275,Small,859125000
Linux,Malaysia,15,57275,Small,859125000
Laravel,Malaysia,15,57275,Small,859125000
Express.js,Malaysia,15,57275,Small,859125000
Java,Malaysia,15,57275,Small,859125000
Azure,Malaysia,15,57275,Small,859125000
AWS,Malaysia,15,57275,Small,859125000
Laravel,Singapore,3,112558,Small,1688370000
Angular,Singapore,3,112558,Small,1688370000
C#,Singapore,3,112558,Small,1688370000
JavaScript,Singapore,3,112558,Small,1688370000
Vue.js,Singapore,3,112558,Small,1688370000
TypeScript,Singapore,3,112558,Small,1688370000
Express.js,Singapore,3,112558,Small,1688370000
AWS,Singapore,3,112558,Small,1688370000
MySQL,Singapore,12,73761,Medium,1106415000
React,Singapore,12,73761,Medium,1106415000
JavaScript,Singapore,12,73761,Medium,1106415000
PostgreSQL,Indonesia,13,47181,Large,707715000
JavaScript,Indonesia,13,47181,Large,707715000
C++,Indonesia,13,47181,Large,707715000
Spring Boot,Indonesia,13,47181,Large,707715000
Kubernetes,Indonesia,13,47181,Large,707715000
React,Indonesia,8,117255,Medium,1758825000
Node.js,Indonesia,8,117255,Medium,1758825000
Java,Indonesia,8,117255,Medium,1758825000
MySQL,Indonesia,8,117255,Medium,1758825000
Angular,Indonesia,1,55081,Medium,826215000
TypeScript,Indonesia,1,55081,Medium,826215000
React,Indonesia,1,55081,Medium,826215000
React,Thailand,13,87898,Small,1318470000
PHP,Thailand,13,87898,Small,1318470000
Spring Boot,Thailand,13,87898,Small,1318470000
MongoDB,Thailand,13,87898,Small,1318470000
Docker,Thailand,13,87898,Small,1318470000
Angular,Thailand,13,87898,Small,1318470000
PostgreSQL,Thailand,13,87898,Small,1318470000
PostgreSQL,Singapore,11,68186,Small,1022790000
Angular,Singapore,11,68186,Small,1022790000
Laravel,Singapore,11,68186,Small,1022790000
Express.js,Singapore,11,68186,Small,1022790000
Vue.js,Indonesia,4,43121,Medium,646815000
React,Indonesia,4,43121,Medium,646815000
Node.js,Indonesia,4,43121,Medium,646815000
TypeScript,Malaysia,12,97492,Large,1462380000
Linux,Malaysia,12,97492,Large,1462380000
Python,Malaysia,12,97492,Large,1462380000
PostgreSQL,Malaysia,12,97492,Large,1462380000
React,Malaysia,12,97492,Large,1462380000
Git,Thailand,3,66844,Large,1002660000
Express.js,Thailand,3,66844,Large,1002660000
MongoDB,Thailand,3,66844,Large,1002660000
Kubernetes,Indonesia,11,57931,Small,868965000
Git,Indonesia,11,57931,Small,868965000
TypeScript,Indonesia,11,57931,Small,868965000
Spring Boot,Indonesia,11,57931,Small,868965000
JavaScript,Indonesia,11,57931,Small,868965000
PHP,Indonesia,11,57931,Small,868965000
AWS,Malaysia,1,78176,Medium,1172640000
Kubernetes,Malaysia,1,78176,Medium,1172640000
JavaScript,Malaysia,1,78176,Medium,1172640000
Python,Malaysia,1,78176,Medium,1172640000
Django,Malaysia,1,78176,Medium,1172640000
Angular,Malaysia,1,78176,Medium,1172640000
Java,Malaysia,1,78176,Medium,1172640000
PHP,Malaysia,1,78176,Medium,1172640000
Kubernetes,Indonesia,1,111044,Medium,1665660000
Git,Indonesia,1,111044,Medium,1665660000
Azure,Indonesia,1,111044,Medium,1665660000
Django,Indonesia,1,111044,Medium,1665660000
Express.js,Indonesia,1,111044,Medium,1665660000
Laravel,Indonesia,1,111044,Medium,1665660000
Spring Boot,Indonesia,1,111044,Medium,1665660000
Python,Indonesia,14,115410,Medium,1731150000
TypeScript,Indonesia,14,115410,Medium,1731150000
Kubernetes,Indonesia,14,115410,Medium,1731150000
AWS,Indonesia,14,115410,Medium,1731150000
AWS,Thailand,7,74461,Large,1116915000
Azure,Thailand,7,74461,Large,1116915000
PHP,Thailand,7,74461,Large,1116915000
Express.js,Thailand,7,74461,Large,1116915000
PostgreSQL,Thailand,7,74461,Large,1116915000
Angular,Singapore,9,50853,Medium,762795000
MongoDB,Singapore,9,50853,Medium,762795000
PHP,Singapore,9,50853,Medium,762795000
MySQL,Singapore,9,50853,Medium,762795000
TypeScript,Singapore,10,31277,Large,469155000
C++,Singapore,10,31277,Large,469155000
Node.js,Singapore,10,31277,Large,469155000
AWS,Singapore,10,31277,Large,469155000
Spring Boot,Singapore,10,31277,Large,469155000
Java,Singapore,10,31277,Large,469155000
Docker,Singapore,3,35103,Medium,526545000
Spring Boot,Singapore,3,35103,Medium,526545000
Azure,Singapore,3,35103,Medium,526545000
Laravel,Singapore,3,35103,Medium,526545000
MySQL,Singapore,3,35103,Medium,526545000
Docker,Malaysia,11,38520,Medium,577800000
MySQL,Malaysia,11,38520,Medium,577800000
Vue.js,Malaysia,11,38520,Medium,577800000
Express.js,Malaysia,11,38520,Medium,577800000
C++,Malaysia,11,38520,Medium,577800000
Docker,Singapore,8,26431,Large,396465000
Angular,Singapore,8,26431,Large,396465000
Python,Singapore,8,26431,Large,396465000
React,Singapore,8,26431,Large,396465000
Linux,Singapore,8,26431,Large,396465000
Git,Singapore,8,26431,Large,396465000
PHP,Singapore,8,26431,Large,396465000
C++,Singapore,8,26431,Large,396465000
C++,Thailand,8,110758,Small,1661370000
Linux,Thailand,8,110758,Small,1661370000
Node.js,Thailand,8,110758,Small,1661370000
Laravel,Thailand,8,110758,Small,1661370000
C#,Thailand,8,110758,Small,1661370000
Azure,Thailand,8,110758,Small,1661370000
JavaScript,Thailand,8,110758,Small,1661370000
Docker,Thailand,8,110758,Small,1661370000
Vue.js,Singapore,13,110603,Small,1659045000
PostgreSQL,Singapore,13,110603,Small,1659045000
Laravel,Singapore,13,110603,Small,1659045000
JavaScript,Singapore,13,110603,Small,1659045000
Linux,Singapore,13,110603,Small,1659045000
Django,Singapore,13,110603,Small,1659045000
Git,Singapore,13,110603,Small,1659045000
Python,Singapore,13,110603,Small,1659045000
PHP,Malaysia,6,89471,Large,1342065000
TypeScript,Malaysia,6,89471,Large,1342065000
PostgreSQL,Malaysia,6,89471,Large,1342065000
Azure,Malaysia,6,89471,Large,1342065000
Java,Malaysia,6,89471,Large,1342065000
Vue.js,Malaysia,6,89471,Large,1342065000
React,Malaysia,6,89471,Large,1342065000
Express.js,Indonesia,13,116792,Large,1751880000
C++,Indonesia,13,116792,Large,1751880000
PostgreSQL,Indonesia,13,116792,Large,1751880000
Azure,Indonesia,13,116792,Large,1751880000
Angular,Indonesia,13,116792,Large,1751880000
JavaScript,Thailand,13,75746,Medium,1136190000
Kubernetes,Thailand,13,75746,Medium,1136190000
Git,Thailand,13,75746,Medium,1136190000
Node.js,Thailand,13,75746,Medium,1136190000
C#,Thailand,13,75746,Medium,1136190000
Django,Thailand,13,75746,Medium,1136190000
Azure,Thailand,13,75746,Medium,1136190000
React,Singapore,7,97906,Medium,1468590000
Azure,Singapore,7,97906,Medium,1468590000
Linux,Singapore,7,97906,Medium,1468590000
Git,Singapore,7,97906,Medium,1468590000
Angular,Singapore,7,97906,Medium,1468590000
Kubernetes,Indonesia,3,60274,Large,904110000
PostgreSQL,Indonesia,3,60274,Large,904110000
MySQL,Indonesia,3,60274,Large,904110000
Azure,Indonesia,3,60274,Large,904110000
Spring Boot,Indonesia,3,60274,Large,904110000
Docker,Indonesia,3,60274,Large,904110000
Java,Indonesia,3,60274,Large,904110000
MongoDB,Indonesia,3,60274,Large,904110000
Kubernetes,Singapore,2,90201,Large,1353015000
Django,Singapore,2,90201,Large,1353015000
Git,Singapore,2,90201,Large,1353015000
Django,Indonesia,8,64071,Medium,961065000
Linux,Indonesia,8,64071,Medium,961065000
Azure,Indonesia,8,64071,Medium,961065000
Kubernetes,Indonesia,8,64071,Medium,961065000
Git,Malaysia,14,88246,Small,1323690000
Express.js,Malaysia,14,88246,Small,1323690000
Azure,Malaysia,14,88246,Small,1323690000
Docker,Malaysia,14,88246,Small,1323690000
MongoDB,Indonesia,1,84474,Small,1267110000
Java,Indonesia,1,84474,Small,1267110000
Git,Indonesia,1,84474,Small,1267110000
React,Indonesia,3,112750,Small,1691250000
Azure,Indonesia,3,112750,Small,1691250000
MySQL,Indonesia,3,112750,Small,1691250000
PostgreSQL,Indonesia,3,112750,Small,1691250000
Python,Indonesia,3,112750,Small,1691250000
Express.js,Indonesia,3,112750,Small,1691250000
MongoDB,Indonesia,3,112750,Small,1691250000
Angular,Indonesia,13,42548,Medium,638220000
Express.js,Indonesia,13,42548,Medium,638220000
Java,Indonesia,13,42548,Medium,638220000
MySQL,Indonesia,13,42548,Medium,638220000
PostgreSQL,Indonesia,13,42548,Medium,638220000
C++,Indonesia,13,42548,Medium,638220000
Azure,Indonesia,13,42548,Medium,638220000
JavaScript,Singapore,5,79492,Small,1192380000
Express.js,Singapore,5,79492,Small,1192380000
Java,Singapore,5,79492,Small,1192380000
Node.js,Singapore,5,79492,Small,1192380000
React,Singapore,5,79492,Small,1192380000
Kubernetes,Singapore,5,79492,Small,1192380000
PHP,Singapore,5,79492,Small,1192380000
PostgreSQL,Singapore,1,23941,Large,359115000
Laravel,Singapore,1,23941,Large,359115000
MongoDB,Singapore,1,23941,Large,359115000
Kubernetes,Singapore,8,60340,Medium,905100000
Node.js,Singapore,8,60340,Medium,905100000
Spring Boot,Singapore,8,60340,Medium,905100000
Azure,Singapore,8,60340,Medium,905100000
C#,Singapore,8,60340,Medium,905100000
MySQL,Singapore,8,60340,Medium,905100000
Docker,Singapore,8,60340,Medium,905100000
Vue.js,Singapore,8,60340,Medium,905100000
Laravel,Indonesia,10,118743,Small,1781145000
Linux,Indonesia,10,118743,Small,1781145000
Python,Indonesia,10,118743,Small,1781145000
Django,Indonesia,10,118743,Small,1781145000
TypeScript,Indonesia,10,118743,Small,1781145000
MySQL,Indonesia,10,118743,Small,1781145000
Java,Indonesia,10,118743,Small,1781145000
Kubernetes,Indonesia,10,118743,Small,1781145000
Azure,Thailand,11,56985,Large,854775000
Vue.js,Thailand,11,56985,Large,854775000
PostgreSQL,Thailand,11,56985,Large,854775000
Docker,Thailand,11,56985,Large,854775000
C#,Thailand,11,56985,Large,854775000
Kubernetes,Thailand,11,56985,Large,854775000
Java,Thailand,11,56985,Large,854775000
Python,Singapore,14,27888,Medium,418320000
MySQL,Singapore,14,27888,Medium,418320000
Azure,Singapore,14,27888,Medium,418320000
C++,Singapore,14,27888,Medium,418320000
PHP,Singapore,14,27888,Medium,418320000
Laravel,Singapore,14,27888,Medium,418320000
Node.js,Malaysia,6,59449,Large,891735000
Spring Boot,Malaysia,6,59449,Large,891735000
AWS,Malaysia,6,59449,Large,891735000
Django,Malaysia,6,59449,Large,891735000
JavaScript,Malaysia,6,59449,Large,891735000
Kubernetes,Malaysia,6,59449,Large,891735000
Java,Malaysia,6,59449,Large,891735000
PostgreSQL,Malaysia,6,59449,Large,891735000
Git,Thailand,8,24454,Large,366810000
TypeScript,Thailand,8,24454,Large,366810000
Java,Thailand,8,24454,Large,366810000
Express.js,Thailand,8,24454,Large,366810000
AWS,Thailand,8,24454,Large,366810000
Java,Singapore,11,72056,Large,1080840000
MongoDB,Singapore,11,72056,Large,1080840000
Vue.js,Singapore,11,72056,Large,1080840000
C++,Singapore,11,72056,Large,1080840000
Kubernetes,Singapore,11,72056,Large,1080840000
PostgreSQL,Indonesia,15,118889,Small,1783335000
C++,Indonesia,15,118889,Small,1783335000
Node.js,Indonesia,15,118889,Small,1783335000
Linux,Indonesia,15,118889,Small,1783335000
Django,Indonesia,15,118889,Small,1783335000
Laravel,Indonesia,15,118889,Small,1783335000
Python,Malaysia,8,34681,Medium,520215000
C++,Malaysia,8,34681,Medium,520215000
MySQL,Malaysia,8,34681,Medium,520215000
C#,Malaysia,8,34681,Medium,520215000
Linux,Malaysia,8,34681,Medium,520215000
Git,Malaysia,1,111269,Small,1669035000
PHP,Malaysia,1,111269,Small,1669035000
JavaScript,Malaysia,1,111269,Small,1669035000
Docker,Malaysia,1,111269,Small,1669035000
PostgreSQL,Singapore,14,70535,Medium,1058025000
PHP,Singapore,14,70535,Medium,1058025000
Express.js,Singapore,14,70535,Medium,1058025000
Git,Singapore,14,70535,Medium,1058025000
Node.js,Singapore,14,70535,Medium,1058025000
Vue.js,Singapore,14,70535,Medium,1058025000
JavaScript,Thailand,4,73536,Small,1103040000
Python,Thailand,4,73536,Small,1103040000
PHP,Thailand,4,73536,Small,1103040000
Java,Thailand,4,73536,Small,1103040000
MySQL,Thailand,4,73536,Small,1103040000
Linux,Thailand,4,73536,Small,1103040000
Express.js,Thailand,4,73536,Small,1103040000
Java,Indonesia,12,103294,Medium,1549410000
C++,Indonesia,12,103294,Medium,1549410000
PostgreSQL,Indonesia,12,103294,Medium,1549410000
TypeScript,Indonesia,12,103294,Medium,1549410000
React,Indonesia,12,103294,Medium,1549410000
MongoDB,Singapore,2,32865,Large,492975000
React,Singapore,2,32865,Large,492975000
Laravel,Singapore,2,32865,Large,492975000
Python,Singapore,2,32865,Large,492975000
Git,Singapore,2,32865,Large,492975000
PostgreSQL,Indonesia,15,87750,Medium,1316250000
C++,Indonesia,15,87750,Medium,1316250000
MongoDB,Indonesia,15,87750,Medium,1316250000
Git,Indonesia,15,87750,Medium,1316250000
Java,Indonesia,15,87750,Medium,1316250000
Kubernetes,Indonesia,15,87750,Medium,1316250000
MongoDB,Indonesia,14,93017,Large,1395255000
Java,Indonesia,14,93017,Large,1395255000
MySQL,Indonesia,14,93017,Large,1395255000
TypeScript,Indonesia,14,93017,Large,1395255000
Linux,Indonesia,14,93017,Large,1395255000
Django,Indonesia,14,93017,Large,1395255000
PHP,Indonesia,14,93017,Large,1395255000
Spring Boot,Indonesia,14,93017,Large,1395255000
Git,Indonesia,8,67072,Small,1006080000
Spring Boot,Indonesia,8,67072,Small,1006080000
Django,Indonesia,8,67072,Small,1006080000
Vue.js,Indonesia,8,67072,Small,1006080000
Docker,Singapore,4,69979,Large,1049685000
MySQL,Singapore,4,69979,Large,1049685000
Laravel,Singapore,4,69979,Large,1049685000
Linux,Thailand,11,93015,Small,1395225000
AWS,Thailand,11,93015,Small,1395225000
C++,Thailand,11,93015,Small,1395225000
Angular,Thailand,11,93015,Small,1395225000
Azure,Thailand,11,93015,Small,1395225000
Git,Thailand,11,93015,Small,1395225000
PHP,Thailand,11,93015,Small,1395225000
Spring Boot,Thailand,11,93015,Small,1395225000
Git,Singapore,1,78945,Large,1184175000
Python,Singapore,1,78945,Large,1184175000
Docker,Singapore,1,78945,Large,1184175000
Spring Boot,Singapore,1,78945,Large,1184175000
PHP,Singapore,1,78945,Large,1184175000
Azure,Thailand,13,38117,Large,571755000
Vue.js,Thailand,13,38117,Large,571755000
MongoDB,Thailand,13,38117,Large,571755000
Express.js,Thailand,13,38117,Large,571755000
Linux,Thailand,13,38117,Large,571755000
TypeScript,Thailand,13,38117,Large,571755000
Kubernetes,Thailand,13,38117,Large,571755000
Java,Thailand,15,115978,Large,1739670000
Angular,Thailand,15,115978,Large,1739670000
Git,Thailand,15,115978,Large,1739670000
Express.js,Thailand,15,115978,Large,1739670000
C#,Thailand,15,115978,Large,1739670000
Node.js,Thailand,15,115978,Large,1739670000
React,Thailand,15,115978,Large,1739670000
JavaScript,Thailand,15,115978,Large,1739670000
Kubernetes,Malaysia,7,25936,Medium,389040000
Node.js,Malaysia,7,25936,Medium,389040000
Python,Malaysia,7,25936,Medium,389040000
PostgreSQL,Malaysia,7,25936,Medium,389040000
React,Singapore,13,57744,Small,866160000
C#,Singapore,13,57744,Small,866160000
JavaScript,Singapore,13,57744,Small,866160000
Spring Boot,Indonesia,15,71247,Small,1068705000
Azure,Indonesia,15,71247,Small,1068705000
C#,Indonesia,15,71247,Small,1068705000
MongoDB,Indonesia,15,71247,Small,1068705000
AWS,Indonesia,15,71247,Small,1068705000
PostgreSQL,Indonesia,15,71247,Small,1068705000
Node.js,Indonesia,15,71247,Small,1068705000
Kubernetes,Indonesia,15,71247,Small,1068705000
TypeScript,Thailand,15,67706,Medium,1015590000
PostgreSQL,Thailand,15,67706,Medium,1015590000
Vue.js,Thailand,15,67706,Medium,1015590000
AWS,Thailand,15,67706,Medium,1015590000
TypeScript,Malaysia,5,56337,Large,845055000
Angular,Malaysia,5,56337,Large,845055000
Python,Malaysia,5,56337,Large,845055000
Azure,Malaysia,5,56337,Large,845055000
PostgreSQL,Malaysia,5,56337,Large,845055000
Vue.js,Malaysia,5,56337,Large,845055000
Java,Indonesia,6,22175,Small,332625000
Kubernetes,Indonesia,6,22175,Small,332625000
Python,Indonesia,6,22175,Small,332625000
Git,Indonesia,6,22175,Small,332625000
C++,Indonesia,6,22175,Small,332625000
Express.js,Thailand,1,87863,Medium,1317945000
Django,Thailand,1,87863,Medium,1317945000
PHP,Thailand,1,87863,Medium,1317945000
Spring Boot,Thailand,1,87863,Medium,1317945000
TypeScript,Thailand,1,87863,Medium,1317945000
Docker,Malaysia,10,37185,Medium,557775000
React,Malaysia,10,37185,Medium,557775000
TypeScript,Malaysia,10,37185,Medium,557775000
Linux,Singapore,12,26010,Medium,390150000
PostgreSQL,Singapore,12,26010,Medium,390150000
MySQL,Singapore,12,26010,Medium,390150000
C#,Singapore,12,26010,Medium,390150000
Python,Singapore,12,26010,Medium,390150000
C++,Singapore,12,26010,Medium,390150000
AWS,Singapore,15,41632,Medium,624480000
Git,Singapore,15,41632,Medium,624480000
Linux,Singapore,15,41632,Medium,624480000
Angular,Singapore,15,41632,Medium,624480000
Python,Singapore,15,41632,Medium,624480000
MySQL,Indonesia,4,58406,Small,876090000
Node.js,Indonesia,4,58406,Small,876090000
React,Indonesia,4,58406,Small,876090000
Docker,Malaysia,14,63325,Small,949875000
React,Malaysia,14,63325,Small,949875000
Node.js,Malaysia,14,63325,Small,949875000
Linux,Malaysia,14,63325,Small,949875000
JavaScript,Malaysia,14,63325,Small,949875000
PostgreSQL,Malaysia,14,63325,Small,949875000
PHP,Malaysia,14,63325,Small,949875000
Python,Thailand,7,70346,Small,1055190000
JavaScript,Thailand,7,70346,Small,1055190000
MySQL,Thailand,7,70346,Small,1055190000
Linux,Thailand,7,70346,Small,1055190000
C++,Indonesia,8,82141,Large,1232115000
PHP,Indonesia,8,82141,Large,1232115000
Laravel,Indonesia,8,82141,Large,1232115000
Vue.js,Indonesia,8,82141,Large,1232115000
Django,Indonesia,8,82141,Large,1232115000
C++,Malaysia,15,93096,Small,1396440000
PHP,Malaysia,15,93096,Small,1396440000
Kubernetes,Malaysia,15,93096,Small,1396440000
Git,Thailand,1,28057,Large,420855000
Linux,Thailand,1,28057,Large,420855000
Vue.js,Thailand,1,28057,Large,420855000
MongoDB,Thailand,1,28057,Large,420855000
Spring Boot,Thailand,1,28057,Large,420855000
AWS,Thailand,1,28057,Large,420855000
Vue.js,Singapore,3,74546,Medium,1118190000
Spring Boot,Singapore,3,74546,Medium,1118190000
Kubernetes,Singapore,3,74546,Medium,1118190000
Angular,Singapore,3,74546,Medium,1118190000
Linux,Singapore,3,74546,Medium,1118190000
PHP,Singapore,11,95686,Small,1435290000
C#,Singapore,11,95686,Small,1435290000
Linux,Singapore,11,95686,Small,1435290000
Docker,Singapore,11,95686,Small,1435290000
AWS,Thailand,8,83338,Small,1250070000
MongoDB,Thailand,8,83338,Small,1250070000
React,Thailand,8,83338,Small,1250070000
PHP,Thailand,8,62027,Medium,930405000
C++,Thailand,8,62027,Medium,930405000
PostgreSQL,Thailand,8,62027,Medium,930405000
JavaScript,Thailand,8,62027,Medium,930405000
Laravel,Thailand,8,62027,Medium,930405000
Java,Thailand,8,62027,Medium,930405000
C#,Thailand,8,62027,Medium,930405000
Python,Malaysia,5,28876,Small,433140000
Laravel,Malaysia,5,28876,Small,433140000
MySQL,Malaysia,5,28876,Small,433140000
Java,Malaysia,5,28876,Small,433140000
PostgreSQL,Malaysia,5,28876,Small,433140000
AWS,Malaysia,5,28876,Small,433140000
React,Thailand,9,18928,Small,283920000
Angular,Thailand,9,18928,Small,283920000
Laravel,Thailand,9,18928,Small,283920000
C++,Singapore,11,84521,Medium,1267815000
AWS,Singapore,11,84521,Medium,1267815000
PHP,Singapore,11,84521,Medium,1267815000
C#,Singapore,11,84521,Medium,1267815000
Django,Singapore,11,84521,Medium,1267815000
JavaScript,Singapore,11,84521,Medium,1267815000
React,Singapore,11,84521,Medium,1267815000
Git,Thailand,4,27152,Medium,407280000
Node.js,Thailand,4,27152,Medium,407280000
MySQL,Thailand,4,27152,Medium,407280000
Java,Thailand,4,27152,Medium,407280000
Linux,Malaysia,4,24008,Medium,360120000
PostgreSQL,Malaysia,4,24008,Medium,360120000
Docker,Malaysia,4,24008,Medium,360120000
Express.js,Malaysia,4,24008,Medium,360120000
Git,Malaysia,4,24008,Medium,360120000
Express.js,Indonesia,7,25629,Large,384435000
Kubernetes,Indonesia,7,25629,Large,384435000
Angular,Indonesia,7,25629,Large,384435000
Angular,Malaysia,15,22750,Large,341250000
JavaScript,Malaysia,15,22750,Large,341250000
Git,Malaysia,15,22750,Large,341250000
Linux,Malaysia,14,50725,Medium,760875000
AWS,Malaysia,14,50725,Medium,760875000
PostgreSQL,Malaysia,14,50725,Medium,760875000
C++,Malaysia,14,50725,Medium,760875000
Node.js,Malaysia,14,50725,Medium,760875000
Laravel,Malaysia,14,50725,Medium,760875000
Kubernetes,Malaysia,14,50725,Medium,760875000
MongoDB,Indonesia,3,73360,Medium,1100400000
C#,Indonesia,3,73360,Medium,1100400000
Git,Indonesia,3,73360,Medium,1100400000
C++,Indonesia,3,73360,Medium,1100400000
AWS,Indonesia,3,73360,Medium,1100400000
C++,Malaysia,1,24524,Small,367860000
Docker,Malaysia,1,24524,Small,367860000
Vue.js,Malaysia,1,24524,Small,367860000
Express.js,Malaysia,1,24524,Small,367860000
Kubernetes,Malaysia,1,24524,Small,367860000
Java,Malaysia,6,49093,Small,736395000
Git,Malaysia,6,49093,Small,736395000
Node.js,Malaysia,6,49093,Small,736395000
Spring Boot,Malaysia,6,49093,Small,736395000
MySQL,Thailand,2,106994,Medium,1604910000
Java,Thailand,2,106994,Medium,1604910000
TypeScript,Thailand,2,106994,Medium,1604910000
Express.js,Thailand,2,106994,Medium,1604910000
C++,Malaysia,1,87903,Small,1318545000
Docker,Malaysia,1,87903,Small,1318545000
Kubernetes,Malaysia,1,87903,Small,1318545000
Git,Malaysia,1,87903,Small,1318545000
JavaScript,Malaysia,1,87903,Small,1318545000
PostgreSQL,Indonesia,5,114319,Small,1714785000
Docker,Indonesia,5,114319,Small,1714785000
MongoDB,Indonesia,5,114319,Small,1714785000
Python,Indonesia,5,114319,Small,1714785000
Git,Indonesia,5,114319,Small,1714785000
React,Indonesia,5,114319,Small,1714785000
Linux,Indonesia,5,114319,Small,1714785000
Node.js,Indonesia,5,114319,Small,1714785000
Angular,Indonesia,1,101600,Large,1524000000
Kubernetes,Indonesia,1,101600,Large,1524000000
React,Indonesia,1,101600,Large,1524000000
Node.js,Indonesia,1,101600,Large,1524000000
Laravel,Indonesia,1,101600,Large,1524000000
Node.js,Malaysia,6,93133,Small,1396995000
JavaScript,Malaysia,6,93133,Small,1396995000
Python,Malaysia,6,93133,Small,1396995000
JavaScript,Indonesia,2,72208,Small,1083120000
PHP,Indonesia,2,72208,Small,1083120000
Python,Indonesia,2,72208,Small,1083120000
MySQL,Indonesia,2,72208,Small,1083120000
PostgreSQL,Indonesia,2,72208,Small,1083120000
Node.js,Malaysia,3,51671,Medium,775065000
Laravel,Malaysia,3,51671,Medium,775065000
AWS,Malaysia,3,51671,Medium,775065000
Java,Malaysia,3,51671,Medium,775065000
Angular,Malaysia,3,51671,Medium,775065000
MongoDB,Malaysia,3,51671,Medium,775065000
C++,Malaysia,3,51671,Medium,775065000
Git,Indonesia,11,104723,Small,1570845000
Azure,Indonesia,11,104723,Small,1570845000
PHP,Indonesia,11,104723,Small,1570845000
Vue.js,Indonesia,11,104723,Small,1570845000
Kubernetes,Indonesia,8,48165,Small,722475000
C++,Indonesia,8,48165,Small,722475000
Vue.js,Indonesia,8,48165,Small,722475000
C#,Indonesia,8,48165,Small,722475000
JavaScript,Indonesia,8,48165,Small,722475000
Java,Indonesia,8,48165,Small,722475000
Docker,Indonesia,8,48165,Small,722475000
MySQL,Singapore,3,47073,Small,706095000
Docker,Singapore,3,47073,Small,706095000
React,Singapore,3,47073,Small,706095000
Vue.js,Malaysia,2,92417,Medium,1386255000
MongoDB,Malaysia,2,92417,Medium,1386255000
Azure,Malaysia,2,92417,Medium,1386255000
Azure,Indonesia,10,118989,Medium,1784835000
Node.js,Indonesia,10,118989,Medium,1784835000
Kubernetes,Indonesia,10,118989,Medium,1784835000
Angular,Malaysia,13,30898,Small,463470000
Docker,Malaysia,13,30898,Small,463470000
Kubernetes,Malaysia,13,30898,Small,463470000
Vue.js,Malaysia,13,30898,Small,463470000
Spring Boot,Malaysia,13,30898,Small,463470000
Laravel,Malaysia,13,30898,Small,463470000
C++,Malaysia,13,30898,Small,463470000
React,Malaysia,13,30898,Small,463470000
Laravel,Malaysia,9,111867,Medium,1678005000
MySQL,Malaysia,9,111867,Medium,1678005000
Spring Boot,Malaysia,9,111867,Medium,1678005000
Express.js,Singapore,6,47777,Medium,716655000
Node.js,Singapore,6,47777,Medium,716655000
JavaScript,Singapore,6,47777,Medium,716655000
MongoDB,Singapore,6,47777,Medium,716655000
Vue.js,Thailand,6,85201,Medium,1278015000
PostgreSQL,Thailand,6,85201,Medium,1278015000
Spring Boot,Thailand,6,85201,Medium,1278015000
Node.js,Thailand,6,85201,Medium,1278015000
Linux,Thailand,6,85201,Medium,1278015000
Node.js,Indonesia,10,43987,Large,659805000
Express.js,Indonesia,10,43987,Large,659805000
Java,Indonesia,10,43987,Large,659805000
