job_id,title,company,location,industry,salary_min,salary_max,experience_level,experience_years_min,experience_years_max,company_size,employment_type,remote_option,required_skills,posted_date,application_deadline,source,data_collection_date,dataset_version,salary_avg,salary_category
JOB_0384,Mobile Developer,Local Tech Startup,Medan,Media,7000000,10000000,Junior,0.0,2.0,Startup (<50),Full-time,Remote,"Python, React, Java, Ruby, Docker, Elasticsearch",2025-04-05 05:34:48.334490,2025-06-19 05:34:48.334490,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0385,Security Engineer,Software House,Remote,Government,14400000,18400000,Mid,3.0,6.0,Startup (<50),Contract,On-site,"Linux, Flask, Redis, Django",2025-04-30 05:34:48.334490,2025-07-02 05:34:48.334490,generated,2025-05-27 05:34:48.519446,1.0,16400000.0,Senior (10-15M)
JOB_0386,UI/UX Designer,Sea Group,Jakarta,Gaming,12000000,16000000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"React, MongoDB, Vue.js, Elasticsearch, Go, Ruby",2025-05-26 05:34:48.343501,2025-06-08 05:34:48.343501,generated,2025-05-27 05:34:48.519446,1.0,14000000.0,Senior (10-15M)
JOB_0387,Business Analyst,Healthcare Tech,Yogyakarta,Education,6000000,8000000,Junior,0.0,2.0,Medium (50-500),Full-time,Hybrid,"Django, Azure, Java, Node.js",2025-05-21 05:34:48.343501,2025-06-04 05:34:48.343501,generated,2025-05-27 05:34:48.519446,1.0,7000000.0,Mid (5-10M)
JOB_0388,Database Administrator,Software House,Makassar,Healthcare,12000000,17000000,Mid,3.0,6.0,Medium (50-500),Full-time,On-site,"Java, Elasticsearch, Django, MongoDB, Terraform, Laravel",2025-04-24 05:34:48.343501,2025-06-22 05:34:48.343501,generated,2025-05-27 05:34:48.519446,1.0,14500000.0,Senior (10-15M)
JOB_0389,Data Scientist,Software House,Solo,E-commerce,13000000,15000000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"Elasticsearch, Jenkins, Linux",2025-04-05 05:34:48.344524,2025-07-10 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,14000000.0,Senior (10-15M)
JOB_0390,Product Manager,Blibli,Makassar,Consulting,14000000,19000000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Elasticsearch, JavaScript, Laravel, Node.js",2025-04-25 05:34:48.344524,2025-07-17 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,16500000.0,Senior (10-15M)
JOB_0391,Product Manager,Dana,Bandung,Food & Beverage,15400000,18400000,Mid,3.0,6.0,Large (500+),Contract,On-site,"PostgreSQL, MySQL, Go, Azure",2025-04-13 05:34:48.344524,2025-06-06 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,16900000.0,Expert (15M+)
JOB_0392,Data Scientist,Tokopedia,Remote,E-commerce,7200000,12200000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"Linux, Python, Azure",2025-04-27 05:34:48.344524,2025-07-18 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,9700000.0,Mid (5-10M)
JOB_0394,UI/UX Designer,Grab,Semarang,Media,4000000,8000000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"Kubernetes, Go, PostgreSQL, MongoDB",2025-03-22 05:34:48.344524,2025-07-03 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0395,Database Administrator,Government Agency,Surabaya,Fintech,7700000,10700000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"Flask, Azure, Nginx, MySQL, Python, Spring Boot",2025-04-18 05:34:48.344524,2025-06-05 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,9200000.0,Mid (5-10M)
JOB_0396,Frontend Developer,Dana,Palembang,Government,4800000,6800000,Junior,0.0,2.0,Medium (50-500),Contract,Remote,"Docker, Ruby, PostgreSQL, Git, Redis",2025-04-26 05:34:48.344524,2025-07-05 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,5800000.0,Entry (2-5M)
JOB_0397,Technical Lead,Blibli,Solo,Food & Beverage,4000000,9000000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"PostgreSQL, Django, Docker, Vue.js, Laravel",2025-05-01 05:34:48.344524,2025-06-29 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,6500000.0,Entry (2-5M)
JOB_0398,Full Stack Developer,Bukalapak,Medan,Fintech,9000000,13000000,Mid,3.0,6.0,Medium (50-500),Contract,Remote,"AWS, Node.js, C#, Flask, Angular, Redis",2025-03-05 05:34:48.344524,2025-07-05 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,11000000.0,Mid (5-10M)
JOB_0399,Scrum Master,Software House,Semarang,Government,9000000,12000000,Mid,3.0,6.0,Startup (<50),Full-time,Hybrid,"Git, Vue.js, Azure, Flask",2025-05-05 05:34:48.344524,2025-07-22 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,10500000.0,Mid (5-10M)
JOB_0400,System Administrator,Bank Digital,Bali,Education,7000000,10000000,Junior,0.0,2.0,Startup (<50),Contract,On-site,"Ruby, Linux, AWS, Express.js, Vue.js",2025-05-06 05:34:48.344524,2025-06-23 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0401,Security Engineer,Dana,Lampung,E-commerce,9600000,11600000,Mid,3.0,6.0,Startup (<50),Full-time,Remote,"Git, Jenkins, Flask, MongoDB, AWS",2025-03-25 05:34:48.344524,2025-07-20 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,10600000.0,Mid (5-10M)
JOB_0402,QA Engineer,Healthcare Tech,Batam,Consulting,25000000,29000000,Senior,7.0,15.0,Medium (50-500),Contract,Remote,"Express.js, Node.js, Spring Boot",2025-05-22 05:34:48.344524,2025-06-30 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,27000000.0,Expert (15M+)
JOB_0403,Product Manager,Grab,Makassar,Fintech,15000000,19000000,Senior,7.0,15.0,Medium (50-500),Full-time,Remote,"JavaScript, Flask, C#, Ruby",2025-04-03 05:34:48.344524,2025-06-27 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,17000000.0,Senior (10-15M)
JOB_0404,Scrum Master,Bank Digital,Yogyakarta,Food & Beverage,11000000,13000000,Mid,3.0,6.0,Medium (50-500),Part-time,On-site,"JavaScript, Redis, Express.js, Node.js, MongoDB, Linux",2025-03-14 05:34:48.344524,2025-07-07 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,12000000.0,Senior (10-15M)
JOB_0405,QA Engineer,Tokopedia,Batam,E-commerce,7000000,10000000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"Angular, MySQL, C#, React",2025-03-21 05:34:48.344524,2025-06-28 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0406,QA Engineer,Blibli,Bandung,Media,11000000,15000000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"Kubernetes, Terraform, FastAPI, Go, Git",2025-03-16 05:34:48.344524,2025-06-06 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,13000000.0,Senior (10-15M)
JOB_0407,Business Analyst,Tokopedia,Makassar,Education,6000000,10000000,Junior,0.0,2.0,Large (500+),Part-time,On-site,"Express.js, FastAPI, PHP, Spring Boot, React, AWS",2025-05-25 05:34:48.344524,2025-06-21 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,8000000.0,Mid (5-10M)
JOB_0408,Mobile Developer,Local Tech Startup,Lampung,Government,7200000,12200000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"MongoDB, Azure, Node.js, Spring Boot, GCP",2025-04-06 05:34:48.344524,2025-07-15 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,9700000.0,Mid (5-10M)
JOB_0409,Data Scientist,OVO,Solo,Media,5000000,7000000,Junior,0.0,2.0,Startup (<50),Full-time,Remote,"Jenkins, Django, Go",2025-03-27 05:34:48.344524,2025-07-01 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0410,DevOps Engineer,Tokopedia,Bali,Consulting,8000000,10000000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"FastAPI, Java, Git, Node.js, PostgreSQL, Vue.js",2025-05-15 05:34:48.344524,2025-07-09 05:34:48.344524,generated,2025-05-27 05:34:48.519446,1.0,9000000.0,Mid (5-10M)
JOB_0412,Business Analyst,E-commerce Platform,Makassar,Fintech,5000000,10000000,Junior,0.0,2.0,Medium (50-500),Full-time,Remote,"Redis, PHP, Angular, Python",2025-04-06 05:34:48.349107,2025-07-14 05:34:48.349107,generated,2025-05-27 05:34:48.519446,1.0,7500000.0,Entry (2-5M)
JOB_0413,UI/UX Designer,Local Tech Startup,Semarang,Gaming,5000000,7000000,Junior,0.0,2.0,Startup (<50),Contract,Remote,"JavaScript, Flask, Java",2025-05-22 05:34:48.349107,2025-07-04 05:34:48.349107,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0414,Product Manager,Blibli,Semarang,Government,5000000,7000000,Junior,0.0,2.0,Medium (50-500),Contract,Remote,"Django, Terraform, Spring Boot",2025-03-16 05:34:48.349107,2025-06-21 05:34:48.349107,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0415,Database Administrator,Software House,Lampung,Media,9600000,13600000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"AWS, Redis, JavaScript, GCP, PHP",2025-04-06 05:34:48.349107,2025-06-19 05:34:48.349107,generated,2025-05-27 05:34:48.519446,1.0,11600000.0,Mid (5-10M)
JOB_0416,Database Administrator,Bukalapak,Remote,Media,13200000,16200000,Mid,3.0,6.0,Startup (<50),Full-time,Hybrid,"MySQL, Nginx, Azure",2025-04-14 05:34:48.349107,2025-07-16 05:34:48.349107,generated,2025-05-27 05:34:48.519446,1.0,14700000.0,Senior (10-15M)
JOB_0417,UI/UX Designer,Grab,Hybrid,Government,5000000,8000000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"Nginx, AWS, Node.js, Elasticsearch",2025-03-18 05:34:48.349107,2025-07-15 05:34:48.349107,generated,2025-05-27 05:34:48.519446,1.0,6500000.0,Entry (2-5M)
JOB_0418,Security Engineer,Gojek,Bali,Food & Beverage,9000000,11000000,Mid,3.0,6.0,Startup (<50),Full-time,Hybrid,"C#, Laravel, Vue.js, Terraform",2025-03-26 05:34:48.350647,2025-07-17 05:34:48.350647,generated,2025-05-27 05:34:48.519446,1.0,10000000.0,Mid (5-10M)
JOB_0419,Cloud Engineer,Local Tech Startup,Solo,Consulting,24000000,29000000,Senior,7.0,15.0,Startup (<50),Full-time,Hybrid,"Terraform, Flask, JavaScript, Azure, Node.js",2025-05-10 05:34:48.350724,2025-06-12 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,26500000.0,Expert (15M+)
JOB_0420,Frontend Developer,Gojek,Bali,Government,6000000,10000000,Junior,0.0,2.0,Large (500+),Full-time,Hybrid,"Laravel, JavaScript, Express.js",2025-05-13 05:34:48.350724,2025-07-01 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,8000000.0,Mid (5-10M)
JOB_0421,Backend Developer,Healthcare Tech,Jakarta,Transportation,8400000,10400000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"GCP, Docker, Linux, Terraform, Vue.js",2025-05-12 05:34:48.350724,2025-06-19 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,9400000.0,Mid (5-10M)
JOB_0422,Business Analyst,Gojek,Malang,Food & Beverage,5000000,7000000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"Linux, Angular, Kubernetes",2025-05-22 05:34:48.350724,2025-07-18 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,6000000.0,Entry (2-5M)
JOB_0423,System Administrator,E-commerce Platform,Medan,E-commerce,15000000,18000000,Senior,7.0,15.0,Medium (50-500),Contract,On-site,"Flask, Jenkins, Ruby, C#",2025-04-04 05:34:48.350724,2025-07-03 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,16500000.0,Senior (10-15M)
JOB_0424,Software Developer,Fintech Company,Remote,Gaming,8400000,13400000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"AWS, Go, Django, C#",2025-03-04 05:34:48.350724,2025-06-14 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,10900000.0,Mid (5-10M)
JOB_0425,Cloud Engineer,Traveloka,Bandung,Media,9900000,12900000,Mid,3.0,6.0,Large (500+),Full-time,Hybrid,"Express.js, MongoDB, Git",2025-03-24 05:34:48.350724,2025-06-10 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,11400000.0,Mid (5-10M)
JOB_0426,Data Scientist,Sea Group,Solo,Consulting,23000000,25000000,Senior,7.0,15.0,Large (500+),Full-time,On-site,"Flask, MySQL, Python, GCP, PHP",2025-03-31 05:34:48.350724,2025-07-19 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,24000000.0,Expert (15M+)
JOB_0427,QA Engineer,Fintech Company,Medan,Government,8000000,12000000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"Git, Python, Node.js, Spring Boot, Nginx",2025-05-26 05:34:48.350724,2025-07-13 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,10000000.0,Mid (5-10M)
JOB_0429,System Administrator,E-commerce Platform,Yogyakarta,Healthcare,10000000,14000000,Mid,3.0,6.0,Medium (50-500),Part-time,Hybrid,"Linux, Express.js, Git, React, Docker, Azure",2025-05-18 05:34:48.350724,2025-07-03 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,12000000.0,Mid (5-10M)
JOB_0430,Business Analyst,Tokopedia,Semarang,Education,6000000,10000000,Junior,0.0,2.0,Medium (50-500),Part-time,On-site,"Kubernetes, FastAPI, Docker, Git, Flask, JavaScript",2025-05-21 05:34:48.350724,2025-07-15 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,8000000.0,Mid (5-10M)
JOB_0431,Security Engineer,Government Agency,Batam,Media,7000000,10000000,Junior,0.0,2.0,Medium (50-500),Part-time,Remote,"Django, AWS, Vue.js, Linux",2025-03-04 05:34:48.350724,2025-07-25 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0432,Software Developer,Shopee,Palembang,Healthcare,9600000,13600000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Laravel, Express.js, Go",2025-04-23 05:34:48.350724,2025-06-04 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,11600000.0,Mid (5-10M)
JOB_0433,Backend Developer,Shopee,Medan,Gaming,4000000,6000000,Junior,0.0,2.0,Large (500+),Full-time,Remote,"Elasticsearch, Azure, Node.js",2025-05-20 05:34:48.350724,2025-07-23 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,5000000.0,Entry (2-5M)
JOB_0434,Technical Lead,Gojek,Batam,Consulting,4000000,6000000,Junior,0.0,2.0,Medium (50-500),Full-time,Hybrid,"Ruby, JavaScript, FastAPI",2025-03-24 05:34:48.350724,2025-07-19 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,5000000.0,Entry (2-5M)
JOB_0435,Cloud Engineer,Fintech Company,Jakarta,Fintech,15600000,17600000,Mid,3.0,6.0,Medium (50-500),Full-time,On-site,"React, Git, C#",2025-05-17 05:34:48.350724,2025-06-12 05:34:48.350724,generated,2025-05-27 05:34:48.519446,1.0,16600000.0,Expert (15M+)
JOB_0436,Software Developer,Traveloka,Solo,Media,23000000,27000000,Senior,7.0,15.0,Startup (<50),Full-time,Hybrid,"Node.js, PostgreSQL, Redis",2025-03-06 05:34:48.354351,2025-07-10 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,25000000.0,Expert (15M+)
JOB_0437,DevOps Engineer,Multinational Corp,Solo,Media,29000000,33000000,Senior,7.0,15.0,Startup (<50),Full-time,On-site,"Redis, Django, Python, React, Ruby, Flask",2025-05-19 05:34:48.354351,2025-07-20 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,31000000.0,Expert (15M+)
JOB_0439,Cloud Engineer,E-commerce Platform,Bandung,Government,13200000,16200000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"PHP, Laravel, Node.js, PostgreSQL, Redis, Azure",2025-05-19 05:34:48.354351,2025-07-16 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,14700000.0,Senior (10-15M)
JOB_0440,Data Analyst,Government Agency,Batam,Education,10000000,13000000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"Laravel, Docker, Python",2025-04-08 05:34:48.354351,2025-06-10 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,11500000.0,Mid (5-10M)
JOB_0441,Data Analyst,Shopee,Jakarta,Transportation,4800000,6800000,Junior,0.0,2.0,Startup (<50),Full-time,Hybrid,"Spring Boot, Terraform, Express.js, C#",2025-04-10 05:34:48.354351,2025-06-19 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,5800000.0,Entry (2-5M)
JOB_0442,Software Developer,Bank Digital,Surabaya,Education,28600000,30600000,Senior,7.0,15.0,Medium (50-500),Full-time,On-site,"Git, Java, Spring Boot",2025-04-12 05:34:48.354351,2025-06-29 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,29600000.0,Expert (15M+)
JOB_0443,Data Scientist,Software House,Remote,Healthcare,15600000,18600000,Mid,3.0,6.0,Large (500+),Contract,Hybrid,"Docker, GCP, JavaScript, Flask, Git, C#",2025-05-03 05:34:48.354351,2025-06-19 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,17100000.0,Expert (15M+)
JOB_0444,Data Analyst,Bank Digital,Yogyakarta,Government,7000000,11000000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"Azure, Nginx, Node.js, Angular, Docker, Jenkins",2025-05-23 05:34:48.354351,2025-06-27 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,9000000.0,Mid (5-10M)
JOB_0445,Mobile Developer,Fintech Company,Bandung,Healthcare,14300000,17300000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"Express.js, AWS, MongoDB, Node.js, Python, C#",2025-05-08 05:34:48.354351,2025-06-21 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,15800000.0,Senior (10-15M)
JOB_0446,Backend Developer,Sea Group,Lampung,Transportation,3200000,7200000,Junior,0.0,2.0,Startup (<50),Contract,On-site,"Vue.js, Redis, PHP",2025-04-25 05:34:48.354351,2025-07-17 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,5200000.0,Entry (2-5M)
JOB_0448,QA Engineer,Bukalapak,Medan,Gaming,6000000,8000000,Junior,0.0,2.0,Medium (50-500),Full-time,Remote,"Terraform, Laravel, Kubernetes, Redis, Ruby, MongoDB",2025-03-28 05:34:48.354351,2025-07-24 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,7000000.0,Mid (5-10M)
JOB_0449,System Administrator,Traveloka,Jakarta,Food & Beverage,4800000,7800000,Junior,0.0,2.0,Medium (50-500),Full-time,Remote,"Python, Spring Boot, AWS, Ruby, Azure, Terraform",2025-04-08 05:34:48.354351,2025-06-16 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,6300000.0,Entry (2-5M)
JOB_0450,Security Engineer,Software House,Palembang,Government,15200000,20200000,Senior,7.0,15.0,Large (500+),Full-time,On-site,"Redis, MongoDB, Terraform, Express.js, Flask, Go",2025-05-18 05:34:48.354351,2025-07-23 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,17700000.0,Expert (15M+)
JOB_0451,Data Analyst,Healthcare Tech,Jakarta,Gaming,7200000,10200000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"Laravel, Django, Vue.js, Java, MongoDB, PostgreSQL",2025-03-29 05:34:48.354351,2025-07-18 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,8700000.0,Mid (5-10M)
JOB_0452,Data Scientist,Tokopedia,Batam,Food & Beverage,28000000,33000000,Senior,7.0,15.0,Medium (50-500),Full-time,On-site,"Express.js, Angular, Docker, Ruby",2025-03-27 05:34:48.354351,2025-07-03 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,30500000.0,Expert (15M+)
JOB_0453,UI/UX Designer,Sea Group,Makassar,Food & Beverage,8000000,13000000,Mid,3.0,6.0,Medium (50-500),Contract,On-site,"Java, Docker, Spring Boot, PHP, MongoDB",2025-03-12 05:34:48.354351,2025-06-09 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,10500000.0,Mid (5-10M)
JOB_0454,Business Analyst,Sea Group,Yogyakarta,Healthcare,4000000,9000000,Junior,0.0,2.0,Startup (<50),Full-time,On-site,"Azure, React, Kubernetes, AWS, Linux, PHP",2025-05-12 05:34:48.354351,2025-06-30 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,6500000.0,Entry (2-5M)
JOB_0455,Scrum Master,Multinational Corp,Yogyakarta,Fintech,7000000,10000000,Junior,0.0,2.0,Large (500+),Full-time,Hybrid,"FastAPI, Ruby, Elasticsearch, Python, AWS",2025-05-06 05:34:48.354351,2025-07-19 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0456,Scrum Master,Bukalapak,Malang,Food & Beverage,7000000,12000000,Junior,0.0,2.0,Medium (50-500),Full-time,On-site,"PHP, Go, Git, JavaScript, Django, Node.js",2025-04-02 05:34:48.354351,2025-07-13 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,9500000.0,Mid (5-10M)
JOB_0458,DevOps Engineer,Grab,Jakarta,Consulting,13200000,18200000,Mid,3.0,6.0,Medium (50-500),Full-time,Hybrid,"FastAPI, Terraform, Go, Kubernetes, Ruby",2025-04-03 05:34:48.354351,2025-07-17 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,15700000.0,Senior (10-15M)
JOB_0459,Frontend Developer,Grab,Jakarta,Transportation,13200000,16200000,Mid,3.0,6.0,Large (500+),Full-time,Hybrid,"Jenkins, React, MongoDB, PHP, Python, Terraform",2025-03-11 05:34:48.354351,2025-07-09 05:34:48.354351,generated,2025-05-27 05:34:48.519446,1.0,14700000.0,Senior (10-15M)
JOB_0460,Product Manager,Blibli,Jakarta,Fintech,7200000,10200000,Junior,0.0,2.0,Startup (<50),Part-time,On-site,"C#, JavaScript, Express.js, MySQL, Django, Go",2025-04-22 05:34:48.359391,2025-06-24 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,8700000.0,Mid (5-10M)
JOB_0461,Data Scientist,Healthcare Tech,Bandung,Consulting,12100000,15100000,Mid,3.0,6.0,Medium (50-500),Full-time,On-site,"Elasticsearch, Node.js, AWS, FastAPI, Vue.js",2025-02-27 05:34:48.359391,2025-06-12 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,13600000.0,Senior (10-15M)
JOB_0462,Frontend Developer,Multinational Corp,Medan,Gaming,7000000,12000000,Junior,0.0,2.0,Large (500+),Contract,On-site,"Flask, FastAPI, Docker, Terraform, PHP",2025-05-04 05:34:48.359391,2025-07-18 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,9500000.0,Mid (5-10M)
JOB_0463,Software Developer,Sea Group,Solo,Healthcare,6000000,8000000,Junior,0.0,2.0,Large (500+),Contract,On-site,"Laravel, Kubernetes, Azure, PostgreSQL, MySQL, Flask",2025-05-22 05:34:48.359391,2025-07-18 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,7000000.0,Mid (5-10M)
JOB_0465,Security Engineer,Tokopedia,Batam,Transportation,11000000,16000000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Express.js, Redis, AWS, Jenkins, FastAPI, Azure",2025-04-14 05:34:48.359391,2025-06-30 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,13500000.0,Senior (10-15M)
JOB_0466,Security Engineer,Healthcare Tech,Medan,Food & Beverage,13000000,16000000,Mid,3.0,6.0,Startup (<50),Part-time,On-site,"Laravel, PostgreSQL, Angular, Terraform, Redis",2025-03-06 05:34:48.359391,2025-06-08 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,14500000.0,Senior (10-15M)
JOB_0467,Database Administrator,Shopee,Lampung,Healthcare,8000000,12000000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"Flask, Ruby, Django, Go, Spring Boot",2025-04-20 05:34:48.359391,2025-07-20 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,10000000.0,Mid (5-10M)
JOB_0468,QA Engineer,Traveloka,Makassar,Gaming,7000000,10000000,Junior,0.0,2.0,Large (500+),Contract,Hybrid,"Linux, Vue.js, C#",2025-03-12 05:34:48.359391,2025-07-05 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,8500000.0,Mid (5-10M)
JOB_0469,Product Manager,Software House,Remote,Media,9600000,13600000,Mid,3.0,6.0,Startup (<50),Full-time,Hybrid,"JavaScript, FastAPI, Ruby, Angular, Elasticsearch",2025-03-10 05:34:48.359391,2025-07-11 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,11600000.0,Mid (5-10M)
JOB_0470,Security Engineer,Grab,Bandung,Food & Beverage,11000000,14000000,Mid,3.0,6.0,Medium (50-500),Full-time,Remote,"MySQL, Docker, AWS",2025-03-30 05:34:48.359391,2025-06-27 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,12500000.0,Senior (10-15M)
JOB_0471,Technical Lead,Dana,Surabaya,Education,12100000,15100000,Mid,3.0,6.0,Large (500+),Full-time,On-site,"Vue.js, Go, Java, C#, Elasticsearch",2025-05-26 05:34:48.359391,2025-07-13 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,13600000.0,Senior (10-15M)
JOB_0472,Technical Lead,Government Agency,Bandung,Gaming,9900000,11900000,Mid,3.0,6.0,Startup (<50),Full-time,On-site,"Nginx, Elasticsearch, Linux, Kubernetes, Laravel",2025-05-09 05:34:48.359391,2025-07-02 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,10900000.0,Mid (5-10M)
JOB_0473,Backend Developer,Sea Group,Malang,Media,14000000,16000000,Mid,3.0,6.0,Startup (<50),Full-time,Remote,"Vue.js, MongoDB, C#, Jenkins, Node.js, Angular",2025-04-01 05:34:48.359391,2025-07-05 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,15000000.0,Senior (10-15M)
JOB_0475,Database Administrator,Blibli,Bandung,Government,4400000,7400000,Junior,0.0,2.0,Large (500+),Full-time,On-site,"JavaScript, Spring Boot, Python, Go, C#",2025-03-26 05:34:48.359391,2025-06-19 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,5900000.0,Entry (2-5M)
JOB_0476,Database Administrator,Local Tech Startup,Palembang,Fintech,8800000,13800000,Mid,3.0,6.0,Medium (50-500),Contract,Remote,"Python, Go, JavaScript, Java, React, Express.js",2025-02-28 05:34:48.359391,2025-06-15 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,11300000.0,Mid (5-10M)
JOB_0477,UI/UX Designer,Digital Consulting,Medan,Gaming,9000000,13000000,Mid,3.0,6.0,Medium (50-500),Full-time,On-site,"Jenkins, Git, Elasticsearch, Azure, Laravel",2025-03-25 05:34:48.359391,2025-06-24 05:34:48.359391,generated,2025-05-27 05:34:48.519446,1.0,11000000.0,Mid (5-10M)
